Nº doc.,Texto,Oc,CeBe,Proveedor / Usuario,Solicitante OC,Importe en ML,Lib.mayor,Cuenta Contable,Cuenta SV,Mes,Periodo,Año Academico,CeCo
5000028564,COPIA/IMPRESIONB/NKYOCERAM2640-M2040,948089,5695102000,REYMA COPIADORAS DIGITALES SA DE C V   (0000040623),HÉCTOR IVÁN FERNIZA DURÁN,120,7115120001,Copiado e impresos, Materiales,Septiembre,SEM 1,2025,UF_5695102000 - Atraccion Prof
5000028564,COPIA/IMPRESIONB/NKYOCERAM2640-M2040,948089,5695103000,REYMA COPIADORAS DIGITALES SA DE C V   (0000040623),HÉCTOR IVÁN FERNIZA DURÁN,120,7115120001,Copiado e impresos, Materiales,Septiembre,SEM 1,2025,UF_5695103000 - Atraccion Maestria
5000028564,COPIA/IMPRESIONB/NKYOCERAM2640-M2040,948089,5695104000,REYMA COPIADORAS DIGITALES SA DE C V   (0000040623),HÉCTOR IVÁN FERNIZA DURÁN,120,7115120001,Copiado e impresos, Materiales,Septiembre,SEM 1,2025,UF_5695104000 - Atraccion Ejecutivo
5000028562,COPIAEXCEDENTEB/NMFCL9570CDW,948089,5690103000,REYMA COPIADORAS DIGITALES SA DE C V   (0000040623),HÉCTOR IVÁN FERNIZA DURÁN,356,7115120001,Copiado e impresos, Materiales,Septiembre,SEM 1,2025,UF_5690103000 - Preparatoria
5000028562,COPIAEXCEDENTEB/NMFCL9570CDW,948089,5690104000,REYMA COPIADORAS DIGITALES SA DE C V   (0000040623),HÉCTOR IVÁN FERNIZA DURÁN,356,7115120001,Copiado e impresos, Materiales,Septiembre,SEM 1,2025,UF_5690104000 - Profesional
5000028562,COPIAEXCEDENTEB/NMFCL9570CDW,948089,5694099000,REYMA COPIADORAS DIGITALES SA DE C V   (0000040623),HÉCTOR IVÁN FERNIZA DURÁN,1069,7115120001,Copiado e impresos, Materiales,Septiembre,SEM 1,2025,UF_5694099000 - Direccion Finanzas
5000028565,COPIAEXCEDENTECOLORMFCL9570CDW,948089,5690103000,REYMA COPIADORAS DIGITALES SA DE C V   (0000040623),HÉCTOR IVÁN FERNIZA DURÁN,1295,7115120001,Copiado e impresos, Materiales,Septiembre,SEM 1,2025,UF_5690103000 - Preparatoria
5000028565,COPIAEXCEDENTECOLORMFCL9570CDW,948089,5690104000,REYMA COPIADORAS DIGITALES SA DE C V   (0000040623),HÉCTOR IVÁN FERNIZA DURÁN,1295,7115120001,Copiado e impresos, Materiales,Septiembre,SEM 1,2025,UF_5690104000 - Profesional
5000028565,COPIAEXCEDENTECOLORMFCL9570CDW,948089,5695101000,REYMA COPIADORAS DIGITALES SA DE C V   (0000040623),HÉCTOR IVÁN FERNIZA DURÁN,648,7115120001,Copiado e impresos, Materiales,Septiembre,SEM 1,2025,UF_5695101000 - Atraccion Prepa
5000028565,COPIAEXCEDENTECOLORMFCL9570CDW,948089,5695102000,REYMA COPIADORAS DIGITALES SA DE C V   (0000040623),HÉCTOR IVÁN FERNIZA DURÁN,648,7115120001,Copiado e impresos, Materiales,Septiembre,SEM 1,2025,UF_5695102000 - Atraccion Prof
5000028565,COPIAEXCEDENTECOLORMFCL9570CDW,948089,5695103000,REYMA COPIADORAS DIGITALES SA DE C V   (0000040623),HÉCTOR IVÁN FERNIZA DURÁN,648,7115120001,Copiado e impresos, Materiales,Septiembre,SEM 1,2025,UF_5695103000 - Atraccion Maestria
5000028565,COPIAEXCEDENTECOLORMFCL9570CDW,948089,5695104000,REYMA COPIADORAS DIGITALES SA DE C V   (0000040623),HÉCTOR IVÁN FERNIZA DURÁN,648,7115120001,Copiado e impresos, Materiales,Septiembre,SEM 1,2025,UF_5695104000 - Atraccion Ejecutivo
5000026476,COSTODEENVIOFORANEOGERAPF,940487,5695101000,IMELDA  ARIZMENDI CASTAÑEDA (0001202291),KARLA XOCHEL FRANCO ANCHONDO,150,7111060002,Fletes y Acarreos Pers. Físicas, Servicios,Agosto,SEM 1,2025,UF_5695101000 - Atraccion Prepa
5000026476,COSTODEENVIOFORANEOGERAPF,940487,5695102000,IMELDA  ARIZMENDI CASTAÑEDA (0001202291),KARLA XOCHEL FRANCO ANCHONDO,150,7111060002,Fletes y Acarreos Pers. Físicas, Servicios,Agosto,SEM 1,2025,UF_5695102000 - Atraccion Prof
5000024542,CUADERNO,933786,5694099000,OFFICE DEPOT DE MEXICO SA DE CV    (0000020095),HÉCTOR IVÁN FERNIZA DURÁN,815,7115101003,"Gastos, papeleria y artículos de oficina", Materiales,Agosto,SEM 1,2025,UF_5694099000 - Direccion Finanzas
5000027219,CUOTAANUAL,944507,5694099000,CONSEJO CIUDADANO DE SEGURIDAD PUBLICA EN LA REGION COAHUILA LAGUN   (0000055753),HÉCTOR IVÁN FERNIZA DURÁN,3600,7115020001,"Inscripciones, cuotas y membresías", Gastos de Operacion,Agosto,SEM 1,2025,UF_5694099000 - Direccion Finanzas
100147690,Cuotas y aportaciones Agosto 2025,,5699907000,Cuotas y aportaciones Agosto 2025,,1475612,7118010001,Transferencia Egresos entre Segmentos, Gastos por Transferencias,Agosto,SEM 1,2025,UF_5699907000 - Servicios Administrativos
5000024573,CURITASC/100,935725,5692108000,AGUSTIN SANDOVAL GARCIA (0001067007),KARLA ELENA ROBLES JUÁREZ,148,7115101006,Artículos y gastos médicos, Gastos de Operacion,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
5100016203,DERECHO LICENCIA GENERICA DE UNIVERSIDAD,947689,5694099000,SOCIEDAD MEXICANA DE PRODUCTORES DE FONOGRAMAS VIDEOGRAMAS Y MULTIMEDI (0000043895),NYDIA MERCADO URIBE,0,7115070004, Derechos de autor, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5694099000 - Direccion Finanzas
5000028111,DERECHOLICENCIAGENERICADEUNIVERSIDAD,947689,5694099000,SOCIEDAD MEXICANA DE PRODUCTORES DE FONOGRAMAS VIDEOGRAMAS Y MULTIMEDI (0000043895),NYDIA MERCADO URIBE,6134,7115070004, Derechos de autor, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5694099000 - Direccion Finanzas
5000025289,DESPACHADORCINTASCOTCHSKU364NEGRO,933330,5690103000,OFFICE DEPOT DE MEXICO SA DE CV    (0000020095),GERARDO ULISES MARTÍNEZ RAMÍREZ,114,7115101003,"Gastos, papeleria y artículos de oficina", Materiales,Agosto,SEM 1,2025,UF_5690103000 - Preparatoria
5000025190,DESPACHADORCINTASCOTCHSKU364NEGRO,933733,5694099000,OFFICE DEPOT DE MEXICO SA DE CV    (0000020095),HÉCTOR IVÁN FERNIZA DURÁN,57,7115101003,"Gastos, papeleria y artículos de oficina", Materiales,Agosto,SEM 1,2025,UF_5694099000 - Direccion Finanzas
5000025178,DESPACHADORCLIPSODSKU43918CHICOPZA,933733,5694099000,OFFICE DEPOT DE MEXICO SA DE CV    (0000020095),HÉCTOR IVÁN FERNIZA DURÁN,17,7115101003,"Gastos, papeleria y artículos de oficina", Materiales,Agosto,SEM 1,2025,UF_5694099000 - Direccion Finanzas
5000024586,DEXAMETASONAMEDICAMENTO,935725,5692108000,AGUSTIN SANDOVAL GARCIA (0001067007),KARLA ELENA ROBLES JUÁREZ,872,7115101006,Artículos y gastos médicos, Gastos de Operacion,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
5000024564,DICLOFENACO,935725,5692108000,AGUSTIN SANDOVAL GARCIA (0001067007),KARLA ELENA ROBLES JUÁREZ,580,7115101006,Artículos y gastos médicos, Gastos de Operacion,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
5000024578,DICLOFENACO,935725,5692108000,AGUSTIN SANDOVAL GARCIA (0001067007),KARLA ELENA ROBLES JUÁREZ,150,7115101006,Artículos y gastos médicos, Gastos de Operacion,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
5000024585,DICLOFENACO,935725,5692108000,AGUSTIN SANDOVAL GARCIA (0001067007),KARLA ELENA ROBLES JUÁREZ,128,7115101006,Artículos y gastos médicos, Gastos de Operacion,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
5700013545,DIEGO ARMANDO MURILLO GARCÍA,,5695101000,CONCUR/EFECTIVO,,340,7115030001,Transportación, Gastos de Viaje,Agosto,SEM 1,2025,UF_5695101000 - Atraccion Prepa
5700013545,DIEGO ARMANDO MURILLO GARCÍA,,5695101000,CONCUR/EFECTIVO,,3859,7115030004,Alimentacion, Gastos de Viaje,Agosto,SEM 1,2025,UF_5695101000 - Atraccion Prepa
5700013545,DIEGO ARMANDO MURILLO GARCÍA,,5695101000,CONCUR/EFECTIVO,,1587,7115070011,Gastos operativos, Gastos de Operacion,Agosto,SEM 1,2025,UF_5695101000 - Atraccion Prepa
5000024565,DIFENIDOL,935725,5692108000,AGUSTIN SANDOVAL GARCIA (0001067007),KARLA ELENA ROBLES JUÁREZ,113,7115101006,Artículos y gastos médicos, Gastos de Operacion,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
5000024583,DIFENIDOL,935725,5692108000,AGUSTIN SANDOVAL GARCIA (0001067007),KARLA ELENA ROBLES JUÁREZ,108,7115101006,Artículos y gastos médicos, Gastos de Operacion,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
100142599,Diferencias entre coupa y sap OC-941903,,5690104000,Diferencias entre coupa y sap OC-941903,,351,7111040002,Servicios de Consultoría, Servicios,Agosto,SEM 1,2025,UF_5690104000 - Profesional
100142599,Diferencias entre coupa y sap OC-941903,,5690105000,Diferencias entre coupa y sap OC-941903,,-1307,7111040002,Servicios de Consultoría, Servicios,Agosto,SEM 1,2025,UF_5690105000 - Maestria
100142599,Diferencias entre coupa y sap OC-941903,,5690110000,Diferencias entre coupa y sap OC-941903,,-1599,7111040002,Servicios de Consultoría, Servicios,Agosto,SEM 1,2025,UF_5690110000 - Ejecutivo
5000024610,DIPLOMABACHILLERATOUTM,936916,5692003000,IMPRENTA FELICITOS LEAL SA DE CV (0000041023),LORENA JAQUELINE FLORES LOPEZ,930,7115101003,"Gastos, papeleria y artículos de oficina", Materiales,Agosto,SEM 1,2025,UF_5692003000 - Admon Academica
5000027439,DIPLOMAIMPRESO,943469,5690104000,ELVIRA PATRICIA ARREDONDO ZAPIEN (0001585304),JUAN RAMÓN VÁZQUEZ ASCENCIO,7100,7115120001,Copiado e impresos, Materiales,Agosto,SEM 1,2025,UF_5690104000 - Profesional
5000029207,DIPLOMAIMPRESO,951153,5690104000,ELVIRA PATRICIA ARREDONDO ZAPIEN (0001585304),JUAN RAMÓN VÁZQUEZ ASCENCIO,5280,7115120001,Copiado e impresos, Materiales,Septiembre,SEM 1,2025,UF_5690104000 - Profesional
5000026247,EDICION Y ANIMACION DE VIDEO,906436,5690110000,DANIEL  CARRILLO ESPINO (0001268066),BRAULIO ANTONIO CÁZARES FERNÁNDEZ,3500,7111030001,Servicios, Servicios,Agosto,SEM 1,2025,UF_5690110000 - Ejecutivo
5000027394,EDICIONYANIMACIONDEVIDEO,944987,5690104000,DANIEL  CARRILLO ESPINO (0001268066),MIGUEL ISAAC JAQUEZ CORRAL,2000,7111030001,Servicios, Servicios,Agosto,SEM 1,2025,UF_5690104000 - Profesional
5000025295,ENGRAPADORAODSKU43925T/COMPLETANG,933330,5690103000,OFFICE DEPOT DE MEXICO SA DE CV    (0000020095),GERARDO ULISES MARTÍNEZ RAMÍREZ,126,7115101003,"Gastos, papeleria y artículos de oficina", Materiales,Agosto,SEM 1,2025,UF_5690103000 - Preparatoria
5000028423,ENVIO,939699,5692003000,SOFINAX SEGURIDAD EN IMPRESION SA  DE CV   (0000054773),GLORIA ALEJANDRA GUERRERO RODRIGUEZ,200,7111060002,Fletes y Acarreos Pers. Físicas, Servicios,Septiembre,SEM 1,2025,UF_5692003000 - Admon Academica
100147722,EQUIPO DE COMPUTO SEDENA,,5695101000,Equipo de computo SEDENA,,206514,7115070006,Labor y eventos sociales, Gastos de Operacion,Agosto,SEM 1,2025,UF_5695101000 - Atraccion Prepa
100147722,EQUIPO DE COMPUTO SEDENA,,5695102000,Equipo de computo SEDENA,,114730,7115070006,Labor y eventos sociales, Gastos de Operacion,Agosto,SEM 1,2025,UF_5695102000 - Atraccion Prof
1900008398,Equivalencia de estudios del tipo media superior,,5692003000,TESORERIA DE LA FEDERACION,,5500,7115040006,Trámites ante la SEP, Gastos de Operacion,Agosto,SEM 1,2025,UF_5692003000 - Admon Academica
5000028620,ESTUCHEP/REGALO,949104,5690104000,MONDELLO PROMOTIONALS SA DE CV    (0000069885),MARIANA ORTEGA LANKENAU,39957,7108010010,Artículos promocionales, Publicidad,Septiembre,SEM 1,2025,UF_5690104000 - Profesional
1900008999,Exámenes Profesionales y Otorgamiento de Título de,,5692003000,TESORERIA DE LA FEDERACION,,1222,7115040006,Trámites ante la SEP, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5692003000 - Admon Academica
1900009006,Exámenes Profesionales y Otorgamiento de Título de,,5692003000,TESORERIA DE LA FEDERACION,,611,7115040006,Trámites ante la SEP, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5692003000 - Admon Academica
5000023978,EXAMENOEVALUACIONP/ALUMNO,935590,5692003000,SISTEMAS ORIENTADOS AL INTELECTO S A DE CV   (0000040586),JULIO CESAR SOSA ANAYA,3926,7115151001,Exámenes, Gastos de Operacion,Agosto,SEM 1,2025,UF_5692003000 - Admon Academica
5000028482,EXAMENOEVALUACIONP/ALUMNO,948818,5692003000,SISTEMAS ORIENTADOS AL INTELECTO S A DE CV   (0000040586),JULIO CESAR SOSA ANAYA,1938,7115151001,Exámenes, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5692003000 - Admon Academica
1900008680,FEES JUNIO,,5690103000,"BCD TRAVEL, SA DE CV",,10,7115070011,Gastos operativos, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5690103000 - Preparatoria
1900008680,FEES JUNIO,,5692099000,"BCD TRAVEL, SA DE CV",,19,7115070011,Gastos operativos, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5692099000 - Dir General Campus
1900008680,FEES JUNIO,,5692101001,"BCD TRAVEL, SA DE CV",,10,7115070011,Gastos operativos, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5692101001 - Vive Preparatoria
5000025196,FELPACOMEXRUGOSOP/RODILLOMICROFIBRA,938482,5694801000,PINTURAS OSEL DE LA LAGUNA SA DE C V   (0000037783),JOSÉ EDGARD FAVELA LARA,86,7115101001,Materiales en general, Gastos de Operacion,Agosto,SEM 1,2025,UF_5694801000 - Mantenimiento
5000024004,FELPAP/RODILLO,935499,5694801000,PINTURAS OSEL DE LA LAGUNA SA DE C V   (0000037783),JOSÉ EDGARD FAVELA LARA,240,7115101001,Materiales en general, Gastos de Operacion,Agosto,SEM 1,2025,UF_5694801000 - Mantenimiento
5000028332,FOCOPHILIPS92790738400426W2PIN,947000,5694801000,PROVEEDORA ELECTRICA REGIOMONTANA SA DE CV   (0000070327),JOSÉ EDGARD FAVELA LARA,1700,7113030001,Rep. y mantto. de inmuebles, Mantenimiento,Septiembre,SEM 1,2025,UF_5694801000 - Mantenimiento
5000025291,FOLDERODSKU39628CARTAMANILAC/100,933330,5690103000,OFFICE DEPOT DE MEXICO SA DE CV    (0000020095),GERARDO ULISES MARTÍNEZ RAMÍREZ,471,7115101003,"Gastos, papeleria y artículos de oficina", Materiales,Agosto,SEM 1,2025,UF_5690103000 - Preparatoria
5000024609,FORMATOCARTADETERMINACIONUTM,936916,5692003000,IMPRENTA FELICITOS LEAL SA DE CV (0000041023),LORENA JAQUELINE FLORES LOPEZ,517,7115101003,"Gastos, papeleria y artículos de oficina", Materiales,Agosto,SEM 1,2025,UF_5692003000 - Admon Academica
5000024558,GASALEROYESTERILPREMIUM10X10,935725,5692108000,AGUSTIN SANDOVAL GARCIA (0001067007),KARLA ELENA ROBLES JUÁREZ,900,7115101006,Artículos y gastos médicos, Gastos de Operacion,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
5100014933,GESTORIA DE COBRANZA,938556,5694099000,WNRS PMT PROCESSING CORP    (0000047956),ANGEL ADALBERTO GOMEZ CANTU,140,7111030001,Servicios, Servicios,Agosto,SEM 1,2025,UF_5694099000 - Direccion Finanzas
5000029429,GESTORIA DE COBRANZA,951786,5694099000,WNRS PMT PROCESSING CORP    (0000047956),ANGEL ADALBERTO GOMEZ CANTU,3375,7111030001,Servicios, Servicios,Septiembre,SEM 1,2025,UF_5694099000 - Direccion Finanzas
5100017073,GESTORIA DE COBRANZA,951786,5694099000,WNRS PMT PROCESSING CORP    (0000047956),ANGEL ADALBERTO GOMEZ CANTU,-27,7111030001,Servicios, Servicios,Septiembre,SEM 1,2025,UF_5694099000 - Direccion Finanzas
5000025172,GESTORIADECOBRANZA,938556,5694099000,WNRS PMT PROCESSING CORP    (0000047956),ANGEL ADALBERTO GOMEZ CANTU,9896,7111030001,Servicios, Servicios,Agosto,SEM 1,2025,UF_5694099000 - Direccion Finanzas
5000024552,GRANEODIN,935725,5692108000,AGUSTIN SANDOVAL GARCIA (0001067007),KARLA ELENA ROBLES JUÁREZ,690,7115101006,Artículos y gastos médicos, Gastos de Operacion,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
5000025292,GRAPASPILOTSKU8101ESTANDARC/5040,933330,5690103000,OFFICE DEPOT DE MEXICO SA DE CV    (0000020095),GERARDO ULISES MARTÍNEZ RAMÍREZ,126,7115101003,"Gastos, papeleria y artículos de oficina", Materiales,Agosto,SEM 1,2025,UF_5690103000 - Preparatoria
5000024572,GUANTEALOETOUCHMEDIANON/ESTERILC100,935725,5692108000,AGUSTIN SANDOVAL GARCIA (0001067007),KARLA ELENA ROBLES JUÁREZ,796,7115101006,Artículos y gastos médicos, Gastos de Operacion,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
5700014680,HÉCTOR IVÁN FERNIZA DURÁN,,5690303001,CONCUR/AMEX,,3432,7115070002,Atenciones a visitantes y externos, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5690303001 - Educacion Continua OI U4P OPEN
5700014680,HÉCTOR IVÁN FERNIZA DURÁN,,5692099000,CONCUR/AMEX,,9221,7111050003,Servicios de café y banquetes, Servicios,Septiembre,SEM 1,2025,UF_5692099000 - Dir General Campus
5700014680,HÉCTOR IVÁN FERNIZA DURÁN,,5692099000,CONCUR/AMEX,,2090,7115070008,Atenciones al personal, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5692099000 - Dir General Campus
5700013105,HÉCTOR IVÁN FERNIZA DURÁN,,5692099000,CONCUR/AMEX,,1285,7115070011,Gastos operativos, Gastos de Operacion,Agosto,SEM 1,2025,UF_5692099000 - Dir General Campus
5700014680,HÉCTOR IVÁN FERNIZA DURÁN,,5692101002,CONCUR/AMEX,,2375,7115070002,Atenciones a visitantes y externos, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5692101002 - Vive Profesional
5700014680,HÉCTOR IVÁN FERNIZA DURÁN,,5694099000,CONCUR/AMEX,,2090,7115070008,Atenciones al personal, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5694099000 - Direccion Finanzas
5700013105,HÉCTOR IVÁN FERNIZA DURÁN,,5694099000,CONCUR/AMEX,,11745,7115070011,Gastos operativos, Gastos de Operacion,Agosto,SEM 1,2025,UF_5694099000 - Direccion Finanzas
5700014680,HÉCTOR IVÁN FERNIZA DURÁN,,5694099000,CONCUR/AMEX,,6316,7115101001,Materiales en general, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5694099000 - Direccion Finanzas
5700013105,HÉCTOR IVÁN FERNIZA DURÁN,,5694801000,CONCUR/AMEX,,2400,7115070011,Gastos operativos, Gastos de Operacion,Agosto,SEM 1,2025,UF_5694801000 - Mantenimiento
5700013105,HÉCTOR IVÁN FERNIZA DURÁN,,5694801000,CONCUR/AMEX,,9614,7115101001,Materiales en general, Gastos de Operacion,Agosto,SEM 1,2025,UF_5694801000 - Mantenimiento
5700014680,HÉCTOR IVÁN FERNIZA DURÁN,,5694899000,CONCUR/AMEX,,1400,7108010007,Publicidad de Internet, Publicidad,Septiembre,SEM 1,2025,UF_5694899000 - Dir Planta Fisica
5700013105,HÉCTOR IVÁN FERNIZA DURÁN,,5694899000,CONCUR/AMEX,,9445,7115070011,Gastos operativos, Gastos de Operacion,Agosto,SEM 1,2025,UF_5694899000 - Dir Planta Fisica
5700013105,HÉCTOR IVÁN FERNIZA DURÁN,,5694899000,CONCUR/AMEX,,914,7115101001,Materiales en general, Gastos de Operacion,Agosto,SEM 1,2025,UF_5694899000 - Dir Planta Fisica
5700014680,HÉCTOR IVÁN FERNIZA DURÁN,,5694899000,CONCUR/AMEX,,575,7115101001,Materiales en general, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5694899000 - Dir Planta Fisica
5700014680,HÉCTOR IVÁN FERNIZA DURÁN,,5695101000,CONCUR/AMEX,,1613,7108010007,Publicidad de Internet, Publicidad,Septiembre,SEM 1,2025,UF_5695101000 - Atraccion Prepa
5700013105,HÉCTOR IVÁN FERNIZA DURÁN,,5695101000,CONCUR/AMEX,,200,7115030001,Transportación, Gastos de Viaje,Agosto,SEM 1,2025,UF_5695101000 - Atraccion Prepa
5700014680,HÉCTOR IVÁN FERNIZA DURÁN,,5695101000,CONCUR/AMEX,,4200,7115070002,Atenciones a visitantes y externos, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5695101000 - Atraccion Prepa
5700014680,HÉCTOR IVÁN FERNIZA DURÁN,,5695101000,CONCUR/AMEX,,340,7115070011,Gastos operativos, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5695101000 - Atraccion Prepa
5700014680,HÉCTOR IVÁN FERNIZA DURÁN,,5695102000,CONCUR/AMEX,,1613,7108010007,Publicidad de Internet, Publicidad,Septiembre,SEM 1,2025,UF_5695102000 - Atraccion Prof
5700013105,HÉCTOR IVÁN FERNIZA DURÁN,,5695102000,CONCUR/AMEX,,200,7115030001,Transportación, Gastos de Viaje,Agosto,SEM 1,2025,UF_5695102000 - Atraccion Prof
5700014680,HÉCTOR IVÁN FERNIZA DURÁN,,5695102000,CONCUR/AMEX,,4200,7115070002,Atenciones a visitantes y externos, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5695102000 - Atraccion Prof
5700014680,HÉCTOR IVÁN FERNIZA DURÁN,,5695102000,CONCUR/AMEX,,340,7115070011,Gastos operativos, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5695102000 - Atraccion Prof
5000028422,HOLOGRAMAS,939699,5692003000,SOFINAX SEGURIDAD EN IMPRESION SA  DE CV   (0000054773),GLORIA ALEJANDRA GUERRERO RODRIGUEZ,4721,7115120001,Copiado e impresos, Materiales,Septiembre,SEM 1,2025,UF_5692003000 - Admon Academica
5000028424,HOLOGRAMAS,939699,5692003000,SOFINAX SEGURIDAD EN IMPRESION SA  DE CV   (0000054773),GLORIA ALEJANDRA GUERRERO RODRIGUEZ,374,7115120001,Copiado e impresos, Materiales,Septiembre,SEM 1,2025,UF_5692003000 - Admon Academica
5000029850,HONORARIOPROFESIONALEXTRANJEROPM,953083,5690104000,CONSCIOUS BUSINESS CENTER INTERNATIONAL SA   (0000057949),MAYELA GUADALUPE RAMÍREZ DE LEÓN,98154,7111022002,Honorarios personas morales extranjeras, Servicios,Septiembre,SEM 1,2025,UF_5690104000 - Profesional
5000024555,IBUPROFENO,935725,5692108000,AGUSTIN SANDOVAL GARCIA (0001067007),KARLA ELENA ROBLES JUÁREZ,945,7115101006,Artículos y gastos médicos, Gastos de Operacion,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
5000024645,IMANGRISC/DISEÑOEIMPRESION,893178,5690103000,MONDELLO PROMOTIONALS SA DE CV    (0000069885),CLAUDIA MARIA GUTIERREZ LACAYO,965,7108010010,Artículos promocionales, Publicidad,Agosto,SEM 1,2025,UF_5690103000 - Preparatoria
5000027395,IMPRESIONENCOROPLAST,944920,5692101002,FERNANDO ALONSO ORTIZ REYES (0001517301),MIGUEL ISAAC JAQUEZ CORRAL,2480,7115120001,Copiado e impresos, Materiales,Agosto,SEM 1,2025,UF_5692101002 - Vive Profesional
5000029685,INSTALACIONCHAPADEPISOP/PUERTA,952465,5694801000,SERGIO  GUANGORENA CERVANTES (0000531195),JOSÉ EDGARD FAVELA LARA,3900,7113030001,Rep. y mantto. de inmuebles, Mantenimiento,Septiembre,SEM 1,2025,UF_5694801000 - Mantenimiento
5000024666,INSTALACIONDEVINILAUTOADHERIBLE,930777,5694899000,FERNANDO ALONSO ORTIZ REYES (0001517301),JOSÉ EDGARD FAVELA LARA,6860,7111030001,Servicios, Servicios,Agosto,SEM 1,2025,UF_5694899000 - Dir Planta Fisica
6600116829,IVA EXCENTO,,5692101001,IVA EXCENTO,,697,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5692101001 - Vive Preparatoria
6600098300,IVA GRAVADO EXENTO,,5690103000,IVA GRAVADO EXENTO,,738,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5690103000 - Preparatoria
6600099282,IVA GRAVADO EXENTO,,5690103000,IVA GRAVADO EXENTO,,238,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5690103000 - Preparatoria
6600099283,IVA GRAVADO EXENTO,,5690103000,IVA GRAVADO EXENTO,,547,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5690103000 - Preparatoria
6600107114,IVA GRAVADO EXENTO,,5690103000,IVA GRAVADO EXENTO,,3759,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5690103000 - Preparatoria
6600111369,IVA GRAVADO EXENTO,,5690103000,IVA GRAVADO EXENTO,,1329,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5690103000 - Preparatoria
6600114239,IVA GRAVADO EXENTO,,5690103000,IVA GRAVADO EXENTO,,4550,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5690103000 - Preparatoria
6600114240,IVA GRAVADO EXENTO,,5690103000,IVA GRAVADO EXENTO,,154,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5690103000 - Preparatoria
6600114440,IVA GRAVADO EXENTO,,5690103000,IVA GRAVADO EXENTO,,96,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5690103000 - Preparatoria
6600115193,IVA GRAVADO EXENTO,,5690103000,IVA GRAVADO EXENTO,,728,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5690103000 - Preparatoria
6600116727,IVA GRAVADO EXENTO,,5690103000,IVA GRAVADO EXENTO,,2,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5690103000 - Preparatoria
6600099048,IVA GRAVADO EXENTO,,5690104000,IVA GRAVADO EXENTO,,37,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5690104000 - Profesional
6600100136,IVA GRAVADO EXENTO,,5690104000,IVA GRAVADO EXENTO,,280,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5690104000 - Profesional
6600101561,IVA GRAVADO EXENTO,,5690104000,IVA GRAVADO EXENTO,,1103,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5690104000 - Profesional
6600101716,IVA GRAVADO EXENTO,,5690104000,IVA GRAVADO EXENTO,,2037,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5690104000 - Profesional
6600107187,IVA GRAVADO EXENTO,,5690104000,IVA GRAVADO EXENTO,,168,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5690104000 - Profesional
6600111370,IVA GRAVADO EXENTO,,5690104000,IVA GRAVADO EXENTO,,2419,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5690104000 - Profesional
